Youth,Label,Date,Filename,Status
HarperSmith,GT,2024-06-18,HarperSmith GT 2024-06-18.docx,valid
HarperSmith,GT,2024-06-17,HarperSmith GT 2024-06-17.docx,valid
HarperSmith,GT,2024-06-25,HarperSmith GT 2024-06-25.docx,valid
HarperSmith,GT,2024-06-28,HarperSmith GT 2024-06-28.docx,valid
HarperSmith,GT,2024-07-03,HarperSmith GT 2024-07-03.docx,valid
HarperSmith,GT,2024-06-29,HarperSmith GT 2024-06-29.docx,valid
HarperSmith,GT,2024-07-07,HarperSmith GT 2024-07-07.docx,valid
HarperSmith,GT,2024-07-11,HarperSmith GT 2024-07-11.docx,valid
HarperSmith,GT,2024-07-13,,skipped
HarperSmith,GT,2024-07-15,HarperSmith GT 2024-07-15.docx,valid
HarperSmith,GT,2024-07-26,HarperSmith GT 2024-07-26.docx,valid
HarperSmith,GT,2024-07-22,HarperSmith GT 2024-07-22.docx,valid
HarperSmith,GT,2024-07-27,HarperSmith GT 2024-07-27.docx,valid
HarperSmith,GT,2024-07-31,HarperSmith GT 2024-07-31.docx,valid
HarperSmith,GT,2024-08-04,HarperSmith GT 2024-08-04.docx,valid
HarperSmith,GT,2024-08-07,HarperSmith GT 2024-08-07.docx,valid
HarperSmith,GT,2024-08-10,HarperSmith GT 2024-08-10.docx,valid
HarperSmith,GT,2024-08-16,HarperSmith GT 2024-08-16.docx,valid
HarperSmith,GT,2024-08-21,HarperSmith GT 2024-08-21.docx,valid
HarperSmith,GT,2024-08-20,HarperSmith GT 2024-08-20.docx,valid
HarperSmith,GT,2024-08-29,HarperSmith GT 2024-08-29.docx,valid
HarperSmith,GT,2024-08-30,HarperSmith GT 2024-08-30.docx,valid
HarperSmith,GT,2024-09-05,HarperSmith GT 2024-09-05.docx,valid
HarperSmith,GT,2024-08-31,HarperSmith GT 2024-08-31.docx,valid
HarperSmith,GT,2024-09-07,HarperSmith GT 2024-09-07.docx,valid
HarperSmith,GT,2024-09-08,HarperSmith GT 2024-09-08.docx,valid
HarperSmith,GT,2024-09-18,HarperSmith GT 2024-09-18.docx,valid
HarperSmith,GT,2024-09-16,HarperSmith GT 2024-09-16.docx,valid
HarperSmith,GT,2024-09-21,HarperSmith GT 2024-09-21.docx,valid
HarperSmith,GT,2024-09-27,HarperSmith GT 2024-09-27.docx,valid
HarperSmith,GT,2024-10-02,HarperSmith GT 2024-10-02.docx,valid
HarperSmith,GT,2024-09-28,HarperSmith GT 2024-09-28.docx,valid
HarperSmith,GT,2024-10-10,HarperSmith GT 2024-10-10.docx,valid
HarperSmith,GT,2024-10-05,HarperSmith GT 2024-10-05.docx,valid
HarperSmith,GT,2024-10-14,HarperSmith GT 2024-10-14.docx,valid
HarperSmith,GT,2024-10-12,HarperSmith GT 2024-10-12.docx,valid
HarperSmith,GT,2024-10-24,HarperSmith GT 2024-10-24.docx,valid
HarperSmith,GT,2024-10-19,HarperSmith GT 2024-10-19.docx,valid
HarperSmith,GT,2024-10-28,HarperSmith GT 2024-10-28.docx,valid
HarperSmith,GT,2024-10-31,HarperSmith GT 2024-10-31.docx,valid
HarperSmith,GT,2024-11-03,HarperSmith GT 2024-11-03.docx,valid
HarperSmith,GT,2024-11-07,HarperSmith GT 2024-11-07.docx,valid
HarperSmith,GT,2024-11-13,HarperSmith GT 2024-11-13.docx,valid
HarperSmith,GT,2024-11-10,HarperSmith GT 2024-11-10.docx,valid
HarperSmith,GT,2024-11-17,HarperSmith GT 2024-11-17.docx,valid
HarperSmith,GT,2024-11-20,HarperSmith GT 2024-11-20.docx,valid
HarperSmith,GT,2024-11-23,HarperSmith GT 2024-11-23.docx,valid
HarperSmith,GT,2024-11-25,HarperSmith GT 2024-11-25.docx,valid
HarperSmith,GT,2024-12-03,HarperSmith GT 2024-12-03.docx,valid
HarperSmith,GT,2024-12-05,HarperSmith GT 2024-12-05.docx,valid
HarperSmith,GT,2024-12-12,HarperSmith GT 2024-12-12.docx,valid
HarperSmith,GT,2024-12-10,HarperSmith GT 2024-12-10.docx,valid
HarperSmith,GT,2024-12-15,HarperSmith GT 2024-12-15.docx,valid
HarperSmith,GT,2024-12-18,HarperSmith GT 2024-12-18.docx,valid
HarperSmith,GT,2024-12-23,HarperSmith GT 2024-12-23.docx,valid
HarperSmith,GT,2024-12-22,HarperSmith GT 2024-12-22.docx,valid
HarperSmith,GT,2024-12-29,HarperSmith GT 2024-12-29.docx,valid
HarperSmith,GT,2025-01-03,HarperSmith GT 2025-01-03.pdf,misnamed
RileyMartin,GT,2024-01-29,RileyMartin GT 2024-01-29.docx,valid
RileyMartin,GT,2024-02-01,RileyMartin GT 2024-02-01.docx,valid
RileyMartin,GT,2024-01-31,RileyMartin GT 2024-01-31.docx,valid
RileyMartin,GT,2024-02-05,RileyMartin GT 2024-02-05.docx,valid
RileyMartin,GT,2024-02-08,RileyMartin GT 2024-02-08.docx,valid
RileyMartin,GT,2024-02-04,RileyMartin GT 2024-02-04.docx,valid
RileyMartin,GT,2024-02-16,RileyMartin GT 2024-02-16.docx,valid
RileyMartin,GT,2024-02-17,RileyMartin GT 2024-02-17.docx,valid
RileyMartin,GT,2024-02-15,RileyMartin GT 2024-02-15.docx,valid
RileyMartin,GT,2024-02-19,RileyMartin GT 2024-02-19.docx,valid
RileyMartin,GT,2024-02-18,RileyMartin GT 2024-02-18.docx,valid
RileyMartin,GT,2024-02-24,RileyMartin GT 2024-02-24.docx,valid
RileyMartin,GT,2024-02-29,RileyMartin GT 2024-02-29.docx,valid
RileyMartin,GT,2024-03-02,RileyMartin GT 2024-03-02.docx,valid
RileyMartin,GT,2024-03-01,RileyMartin GT 2024-03-01.docx,valid
RileyMartin,GT,2024-03-07,RileyMartin GT 2024-03-07.docx,valid
RileyMartin,GT,2024-03-06,RileyMartin GT 2024-03-06.docx,valid
RileyMartin,GT,2024-03-03,RileyMartin GT 2024-03-03.docx,valid
RileyMartin,GT,2024-03-16,RileyMartin GT 2024-03-16.docx,valid
RileyMartin,GT,2024-03-14,RileyMartin GT 2024-03-14.docx,valid
RileyMartin,GT,2024-03-10,RileyMartin GT 2024-03-10.docx,valid
RileyMartin,GT,2024-03-17,RileyMartin GT 2024-03-17.docx,valid
RileyMartin,GT,2024-03-21,RileyMartin GT 2024-03-21.docx,valid
RileyMartin,GT,2024-03-19,RileyMartin GT 2024-03-19.docx,valid
RileyMartin,GT,2024-03-27,RileyMartin GT 2024-03-27.docx,valid
RileyMartin,GT,2024-03-24,RileyMartin GT 2024-03-24.docx,valid
RileyMartin,GT,2024-03-26,RileyMartin GT 2024-03-26.docx,valid
RileyMartin,GT,2024-04-01,RileyMartin GT 2024-04-01.docx,valid
RileyMartin,GT,2024-04-05,RileyMartin GT 2024-04-05.docx,valid
RileyMartin,GT,2024-04-02,RileyMartin GT 2024-04-02.docx,valid
RileyMartin,GT,2024-04-08,RileyMartin GT 2024-04-08.docx,valid
RileyMartin,GT,2024-04-12,RileyMartin GT 2024-04-12.docx,valid
RileyMartin,GT,2024-04-11,GT RileyMartin 2024-04-11.docx,misnamed
RileyMartin,GT,2024-04-16,RileyMartin GT 2024-04-16.docx,valid
RileyMartin,GT,2024-04-20,RileyMartin GT 2024-04-20.docx,valid
RileyMartin,GT,2024-04-18,RileyMartin GT 2024-04-18.docx,valid
RileyMartin,GT,2024-04-23,RileyMartin GT 2024-04-23.docx,valid
RileyMartin,GT,2024-04-24,RileyMartin GT 2024-04-24.pdf,misnamed
RileyMartin,GT,2024-04-27,RileyMartin GT 2024-04-27.docx,valid
RileyMartin,GT,2024-05-02,GT RileyMartin 2024-05-02.docx,misnamed
RileyMartin,GT,2024-04-28,RileyMartin GT 2024-04-28.docx,valid
RileyMartin,GT,2024-05-01,RileyMartin GT 2024-05-01.docx,valid
RileyMartin,GT,2024-05-05,RileyMartin GT 2024-05-05.docx,valid
RileyMartin,GT,2024-05-11,,skipped
RileyMartin,GT,2024-05-06,RileyMartin GT 2024-05-06.docx,valid
RileyMartin,GT,2024-05-14,RileyMartin GT 2024-05-14.docx,valid
RileyMartin,GT,2024-05-18,RileyMartin GT 2024-05-18.docx,valid
RileyMartin,GT,2024-05-16,RileyMartin GT 2024-05-16.docx,valid
RileyMartin,GT,2024-05-19,RileyMartin GT 2024-05-19.docx,valid
RileyMartin,GT,2024-05-24,RileyMartin GT 2024-05-24.docx,valid
RileyMartin,GT,2024-05-23,RileyMartin GT 2024-05-23.docx,valid
RileyMartin,GT,2024-05-27,RileyMartin GT 2024-05-27.docx,valid
RileyMartin,GT,2024-06-01,RileyMartin GT 2024-06-01.docx,valid
RileyMartin,GT,2024-05-30,RileyMartin GT 2024-05-30.docx,valid
RileyMartin,GT,2024-06-04,RileyMartin GT 2024-06-04.docx,valid
RileyMartin,GT,2024-06-03,RileyMartin GT 2024-06-03.docx,valid
RileyMartin,GT,2024-06-07,RileyMartin GT 2024-06-07.docx,valid
RileyMartin,GT,2024-06-15,RileyMartin GT 2024-06-15.docx,valid
RileyMartin,GT,2024-06-14,RileyMartin GT 2024-06-14.docx,valid
RileyMartin,GT,2024-06-12,RileyMartin GT 2024-06-12.docx,valid
RileyMartin,GT,2024-06-21,RileyMartin GT 2024-06-21.docx,valid
RileyMartin,GT,2024-06-20,RileyMartin GT 2024-06-20.docx,valid
RileyMartin,GT,2024-06-19,RileyMartin GT 2024-06-19.docx,valid
RileyMartin,GT,2024-06-29,RileyMartin GT 2024-06-29.docx,valid
RileyMartin,GT,2024-06-23,RileyMartin GT 2024-06-23.docx,valid
RileyMartin,GT,2024-06-28,RileyMartin GT 2024-06-28.docx,valid
RileyMartin,GT,2024-07-05,RileyMartin GT 2024-07-05.docx,valid
RileyMartin,GT,2024-07-06,RileyMartin GT 2024-07-06.docx,valid
RileyMartin,GT,2024-06-30,RileyMartin GT 2024-06-30.docx,valid
RileyMartin,GT,2024-07-12,RileyMartin GT 2024-07-12.docx,valid
RileyMartin,GT,2024-07-11,RileyMartin GT 2024-07-11.docx,valid
RileyMartin,GT,2024-07-10,RileyMartin GT 2024-07-10.docx,valid
RileyMartin,GT,2024-07-19,RileyMartin GT 2024-07-19.docx,valid
RileyMartin,GT,2024-07-16,RileyMartin GT 2024-07-16.docx,valid
RileyMartin,GT,2024-07-15,RileyMartin GT 2024-07-15.docx,valid
RileyMartin,GT,2024-07-23,RileyMartin GT 2024-07-23.docx,valid
RileyMartin,GT,2024-07-24,RileyMartinGT2024-07-24.docx,misnamed
RileyMartin,GT,2024-07-25,RileyMartin GT 2024-07-25.docx,valid
RileyMartin,GT,2024-08-01,RileyMartin GT 2024-08-01.docx,valid
RileyMartin,GT,2024-07-28,,skipped
RileyMartin,GT,2024-07-30,RileyMartin GT 2024-07-30.docx,valid
RileyMartin,GT,2024-08-10,RileyMartin GT 2024-08-10.docx,valid
RileyMartin,GT,2024-08-04,RileyMartin GT 2024-08-04.docx,valid
RileyMartin,GT,2024-08-05,RileyMartin GT 2024-08-05.docx,valid
RileyMartin,GT,2024-08-16,RileyMartin GT 2024-08-16.docx,valid
RileyMartin,GT,2024-08-13,RileyMartin GT 2024-08-13.docx,valid
RileyMartin,GT,2024-08-11,RileyMartin GT 2024-08-11.docx,valid
RileyMartin,GT,2024-08-18,RileyMartin GT 2024-08-18.docx,valid
RileyMartin,GT,2024-08-19,RileyMartin GT 2024-08-19.docx,valid
RileyMartin,GT,2024-08-21,RileyMartin GT 2024-08-21.docx,valid
RileyMartin,GT,2024-08-25,RileyMartin GT 2024-08-25.docx,valid
RileyMartin,GT,2024-08-26,RileyMartin GT 2024-08-26.docx,valid
RileyMartin,GT,2024-08-30,RileyMartin GT 2024-08-30.docx,valid
RileyMartin,GT,2024-09-01,RileyMartin GT 2024-09-01.docx,valid
RileyMartin,GT,2024-09-04,RileyMartin GT 2024-09-04.docx,valid
RileyMartin,GT,2024-09-05,RileyMartin GT 2024-09-05.docx,valid
RileyMartin,GT,2024-09-12,RileyMartin GT 2024-09-12.docx,valid
RileyMartin,GT,2024-09-11,RileyMartin GT 2024-09-11.docx,valid
RileyMartin,GT,2024-09-09,RileyMartin GT 2024-09-09.docx,valid
RileyMartin,GT,2024-09-16,RileyMartin GT 2024-09-16.docx,valid
RileyMartin,GT,2024-09-17,RileyMartin GT 2024-09-17.docx,valid
RileyMartin,GT,2024-09-20,RileyMartin GT 2024-09-20.docx,valid
RileyMartin,GT,2024-09-27,RileyMartin GT 2024-09-27.docx,valid
RileyMartin,GT,2024-09-24,RileyMartin GT 2024-09-24.docx,valid
RileyMartin,GT,2024-09-25,RileyMartin GT 2024-09-25.docx,valid
RileyMartin,GT,2024-09-29,RileyMartin GT 2024-09-29.docx,valid
RileyMartin,GT,2024-09-30,RileyMartin GT 2024-09-30.docx,valid
RileyMartin,GT,2024-10-01,RileyMartin GT 2024-10-01.docx,valid
RileyMartin,GT,2024-10-10,RileyMartin GT 2024-10-10.docx,valid
RileyMartin,GT,2024-10-12,RileyMartin GT 2024-10-12.docx,valid
RileyMartin,GT,2024-10-07,RileyMartin GT 2024-10-07.docx,valid
RileyMartin,GT,2024-10-14,RileyMartin GT 2024-10-14.docx,valid
RileyMartin,GT,2024-10-18,RileyMartin GT 2024-10-18.docx,valid
RileyMartin,GT,2024-10-19,RileyMartin GT 2024-10-19.docx,valid
RileyMartin,GT,2024-10-20,RileyMartin GT 2024-10-20.docx,valid
RileyMartin,GT,2024-10-23,RileyMartin GT 2024-10-23.docx,valid
RileyMartin,GT,2024-10-21,RileyMartin GT 2024-10-21.docx,valid
RileyMartin,GT,2024-11-02,RileyMartin GT 2024-11-02.docx,valid
RileyMartin,GT,2024-10-29,RileyMartin GT 2024-10-29.docx,valid
RileyMartin,GT,2024-10-31,RileyMartin GT 2024-10-31.docx,valid
RileyMartin,GT,2024-11-09,RileyMartin GT 2024-11-09.docx,valid
RileyMartin,GT,2024-11-06,RileyMartin GT 2024-11-06.docx,valid
RileyMartin,GT,2024-11-03,RileyMartin GT 2024-11-03.docx,valid
RileyMartin,GT,2024-11-15,RileyMartin GT 2024-11-15.docx,valid
RileyMartin,GT,2024-11-12,RileyMartin GT 2024-11-12.docx,valid
RileyMartin,GT,2024-11-10,GT RileyMartin 2024-11-10.docx,misnamed
RileyMartin,GT,2024-11-23,RileyMartin GT 2024-11-23.docx,valid
RileyMartin,GT,2024-11-22,RileyMartin GT 2024-11-22.docx,valid
RileyMartin,GT,2024-11-17,RileyMartin GT 2024-11-17.docx,valid
RileyMartin,GT,2024-11-27,RileyMartin GT 2024-11-27.docx,valid
RileyMartin,GT,2024-11-24,RileyMartin GT 2024-11-24.docx,valid
RileyMartin,GT,2024-11-29,RileyMartin GT 2024-11-29.docx,valid
RileyMartin,GT,2024-12-07,RileyMartin GT 2024-12-07.docx,valid
RileyMartin,GT,2024-12-04,RileyMartinGT2024-12-04.docx,misnamed
RileyMartin,GT,2024-12-05,RileyMartin GT 2024-12-05.docx,valid
RileyMartin,GT,2024-12-08,RileyMartin GT 2024-12-08.docx,valid
RileyMartin,GT,2024-12-10,RileyMartin GT 2024-12-10.docx,valid
RileyMartin,GT,2024-12-14,RileyMartin GT 2024-12-14.docx,valid
RileyMartin,GT,2024-12-21,RileyMartin GT 2024-12-21.docx,valid
RileyMartin,GT,2024-12-20,RileyMartin GT 2024-12-20.docx,valid
RileyMartin,GT,2024-12-15,RileyMartin GT 2024-12-15.docx,valid
RileyMartin,GT,2024-12-25,RileyMartin GT 2024-12-25.docx,valid
RileyMartin,GT,2024-12-26,RileyMartin GT 2024-12-26.docx,valid
RileyMartin,GT,2024-12-27,RileyMartin GT 2024-12-27.docx,valid
RileyMartin,GT,2024-12-30,RileyMartin GT 2024-12-30.docx,valid
RileyMartin,GT,2025-01-01,RileyMartin GT 2025-01-01.docx,valid
RileyMartin,GT,2025-01-03,RileyMartin GT 2025-01-03.docx,valid
RileyThomas,GT,2024-02-16,,skipped
RileyThomas,GT,2024-02-17,RileyThomas GT 2024-02-17.docx,valid
RileyThomas,GT,2024-02-19,RileyThomas GT 2024-02-19.docx,valid
RileyThomas,GT,2024-02-21,RileyThomas GT 2024-02-21.docx,valid
RileyThomas,GT,2024-02-26,RileyThomas GT 2024-02-26.docx,valid
RileyThomas,GT,2024-03-02,RileyThomas GT 2024-03-02.docx,valid
RileyThomas,GT,2024-03-09,RileyThomas GT 2024-03-09.docx,valid
RileyThomas,GT,2024-03-05,RileyThomas GT 2024-03-05.docx,valid
RileyThomas,GT,2024-03-12,RileyThomas GT 2024-03-12.docx,valid
RileyThomas,GT,2024-03-13,RileyThomas GT 2024-03-13.docx,valid
RileyThomas,GT,2024-03-19,RileyThomas GT 2024-03-19.docx,valid
RileyThomas,GT,2024-03-18,RileyThomas GT 2024-03-18.docx,valid
RileyThomas,GT,2024-03-25,RileyThomas GT 2024-03-25.docx,valid
RileyThomas,GT,2024-03-31,RileyThomas GT 2024-03-31.docx,valid
RileyThomas,GT,2024-04-05,RileyThomas GT 2024-04-05.docx,valid
RileyThomas,GT,2024-04-07,RileyThomas GT 2024-04-07.docx,valid
RileyThomas,GT,2024-04-10,RileyThomas GT 2024-04-10.docx,valid
RileyThomas,GT,2024-04-14,RileyThomas GT 2024-04-14.docx,valid
RileyThomas,GT,2024-04-16,RileyThomas GT 2024-04-16.docx,valid
RileyThomas,GT,2024-04-19,RileyThomas GT 2024-04-19.docx,valid
RileyThomas,GT,2024-04-25,RileyThomas GT 2024-04-25.docx,valid
RileyThomas,GT,2024-04-26,RileyThomas GT 2024-04-26.docx,valid
RileyThomas,GT,2024-05-05,RileyThomas GT 2024-05-05.docx,valid
RileyThomas,GT,2024-05-02,RileyThomas GT 2024-05-02.docx,valid
RileyThomas,GT,2024-05-08,RileyThomas GT 2024-05-08.docx,valid
RileyThomas,GT,2024-05-07,RileyThomas GT 2024-05-07.docx,valid
RileyThomas,GT,2024-05-13,RileyThomas GT 2024-05-13.docx,valid
RileyThomas,GT,2024-05-16,RileyThomas GT 2024-05-16.docx,valid
RileyThomas,GT,2024-05-21,RileyThomas GT 2024-05-21.docx,valid
RileyThomas,GT,2024-05-23,,skipped
RileyThomas,GT,2024-06-02,RileyThomas GT 2024-06-02.docx,valid
RileyThomas,GT,2024-05-28,RileyThomas GT 2024-05-28.docx,valid
RileyThomas,GT,2024-06-08,RileyThomas GT 2024-06-08.docx,valid
RileyThomas,GT,2024-06-06,RileyThomas GT 2024-06-06.docx,valid
RileyThomas,GT,2024-06-13,RileyThomas GT 2024-06-13.docx,valid
RileyThomas,GT,2024-06-11,RileyThomas GT 2024-06-11.docx,valid
RileyThomas,GT,2024-06-18,RileyThomas GT 2024-06-18.docx,valid
RileyThomas,GT,2024-06-20,RileyThomas GT 2024-06-20.docx,valid
RileyThomas,GT,2024-06-27,RileyThomas GT 2024-06-27.docx,valid
RileyThomas,GT,2024-06-29,RileyThomas GT 2024-06-29.pdf,misnamed
RileyThomas,GT,2024-07-06,RileyThomas GT 2024-07-06.docx,valid
RileyThomas,GT,2024-07-04,RileyThomas GT 2024-07-04.docx,valid
RileyThomas,GT,2024-07-14,RileyThomas GT 2024-07-14.docx,valid
RileyThomas,GT,2024-07-10,RileyThomas GT 2024-07-10.docx,valid
RileyThomas,GT,2024-07-17,RileyThomas GT 2024-07-17.docx,valid
RileyThomas,GT,2024-07-15,RileyThomas GT 2024-07-15.docx,valid
RileyThomas,GT,2024-07-27,,skipped
RileyThomas,GT,2024-07-28,RileyThomas GT 2024-07-28.docx,valid
RileyThomas,GT,2024-08-04,RileyThomas GT 2024-08-04.docx,valid
RileyThomas,GT,2024-08-03,RileyThomas GT 2024-08-03.docx,valid
RileyThomas,GT,2024-08-05,RileyThomas GT 2024-08-05.docx,valid
RileyThomas,GT,2024-08-10,RileyThomas GT 2024-08-10.docx,valid
RileyThomas,GT,2024-08-14,RileyThomas GT 2024-08-14.docx,valid
RileyThomas,GT,2024-08-13,RileyThomas GT 2024-08-13.docx,valid
RileyThomas,GT,2024-08-23,RileyThomas GT 2024-08-23.docx,valid
RileyThomas,GT,2024-08-21,RileyThomas GT 2024-08-21.docx,valid
RileyThomas,GT,2024-08-26,RileyThomas GT 2024-08-26.docx,valid
RileyThomas,GT,2024-08-31,RileyThomas GT 2024-08-31.docx,valid
RileyThomas,GT,2024-09-05,RileyThomas GT 2024-09-05.docx,valid
RileyThomas,GT,2024-09-08,RileyThomas GT 2024-09-08.docx,valid
RileyThomas,GT,2024-09-14,RileyThomas GT 2024-09-14.docx,valid
RileyThomas,GT,2024-09-09,RileyThomas GT 2024-09-09.docx,valid
RileyThomas,GT,2024-09-20,RileyThomas GT 2024-09-20.docx,valid
RileyThomas,GT,2024-09-16,RileyThomas GT 2024-09-16.docx,valid
RileyThomas,GT,2024-09-23,RileyThomas GT 2024-09-23.docx,valid
RileyThomas,GT,2024-09-28,RileyThomas GT 2024-09-28.docx,valid
RileyThomas,GT,2024-10-02,RileyThomas GT 2024-10-02.docx,valid
RileyThomas,GT,2024-10-01,RileyThomas GT 2024-10-01.docx,valid
RileyThomas,GT,2024-10-13,RileyThomas GT 2024-10-13.docx,valid
RileyThomas,GT,2024-10-09,RileyThomas GT 2024-10-09.docx,valid
RileyThomas,GT,2024-10-20,RileyThomas GT 2024-10-20.docx,valid
RileyThomas,GT,2024-10-15,RileyThomas GT 2024-10-15.docx,valid
RileyThomas,GT,2024-10-26,RileyThomas GT 2024-10-26.docx,valid
RileyThomas,GT,2024-10-23,RileyThomas GT 2024-10-23.docx,valid
RileyThomas,GT,2024-11-02,RileyThomas GT 2024-11-02.docx,valid
RileyThomas,GT,2024-10-28,RileyThomas GT 2024-10-28.docx,valid
RileyThomas,GT,2024-11-08,RileyThomas GT 2024-11-08.docx,valid
RileyThomas,GT,2024-11-09,RileyThomas GT 2024-11-09.docx,valid
RileyThomas,GT,2024-11-15,RileyThomas GT 2024-11-15.docx,valid
RileyThomas,GT,2024-11-17,RileyThomas GT 2024-11-17.docx,valid
RileyThomas,GT,2024-11-24,RileyThomas GT 2024-11-24.docx,valid
RileyThomas,GT,2024-11-22,RileyThomas GT 2024-11-22.docx,valid
RileyThomas,GT,2024-11-30,,skipped
RileyThomas,GT,2024-11-26,RileyThomas GT 2024-11-26.docx,valid
RileyThomas,GT,2024-12-04,RileyThomas GT 2024-12-04.docx,valid
RileyThomas,GT,2024-12-08,RileyThomas GT 2024-12-08.docx,valid
RileyThomas,GT,2024-12-11,RileyThomas GT 2024-12-11.docx,valid
RileyThomas,GT,2024-12-10,RileyThomas GT 2024-12-10.docx,valid
RileyThomas,GT,2024-12-20,RileyThomas GT 2024-12-20.docx,valid
RileyThomas,GT,2024-12-19,RileyThomas GT 2024-12-19.docx,valid
RileyThomas,GT,2024-12-24,RileyThomas GT 2024-12-24.docx,valid
RileyThomas,GT,2024-12-25,RileyThomas GT 2024-12-25.docx,valid
RileyThomas,GT,2024-12-31,RileyThomas GT 2024-12-31.docx,valid
RileyThomas,GT,2025-01-05,RileyThomas GT 2025-01-05.docx,valid
DakotaBrown,GT,2024-01-12,DakotaBrown GT 2024-01-12.docx,valid
DakotaBrown,GT,2024-01-10,DakotaBrown GT 2024-01-10.docx,valid
DakotaBrown,GT,2024-01-21,DakotaBrown GT 2024-01-21.docx,valid
DakotaBrown,GT,2024-01-20,DakotaBrown GT 2024-01-20.docx,valid
DakotaBrown,GT,2024-01-25,DakotaBrown GT 2024-01-25.docx,valid
DakotaBrown,GT,2024-01-26,DakotaBrown GT 2024-01-26.docx,valid
DakotaBrown,GT,2024-01-31,DakotaBrown GT 2024-01-31.docx,valid
DakotaBrown,GT,2024-02-01,DakotaBrown GT 2024-02-01.docx,valid
DakotaBrown,GT,2024-02-13,DakotaBrown GT 2024-02-13.docx,valid
DakotaBrown,GT,2024-02-08,DakotaBrown GT 2024-02-08.docx,valid
DakotaBrown,GT,2024-02-18,DakotaBrown GT 2024-02-18.docx,valid
DakotaBrown,GT,2024-02-17,DakotaBrown GT 2024-02-17.docx,valid
DakotaBrown,GT,2024-02-22,DakotaBrown GT 2024-02-22.docx,valid
DakotaBrown,GT,2024-02-26,DakotaBrown GT 2024-02-26.docx,valid
DakotaBrown,GT,2024-02-29,DakotaBrown GT 2024-02-29.docx,valid
DakotaBrown,GT,2024-03-05,DakotaBrown GT 2024-03-05.docx,valid
DakotaBrown,GT,2024-03-09,DakotaBrown GT 2024-03-09.docx,valid
DakotaBrown,GT,2024-03-11,DakotaBrown GT 2024-03-11.docx,valid
DakotaBrown,GT,2024-03-13,DakotaBrown GT 2024-03-13.docx,valid
DakotaBrown,GT,2024-03-16,DakotaBrown GT 2024-03-16.docx,valid
DakotaBrown,GT,2024-03-20,DakotaBrown GT 2024-03-20.docx,valid
DakotaBrown,GT,2024-03-26,DakotaBrown GT 2024-03-26.docx,valid
DakotaBrown,GT,2024-04-02,DakotaBrown GT 2024-04-02.docx,valid
DakotaBrown,GT,2024-03-31,DakotaBrown GT 2024-03-31.docx,valid
DakotaBrown,GT,2024-04-09,DakotaBrown GT 2024-04-09.docx,valid
DakotaBrown,GT,2024-04-06,DakotaBrown GT 2024-04-06.docx,valid
DakotaBrown,GT,2024-04-13,DakotaBrown GT 2024-04-13.docx,valid
DakotaBrown,GT,2024-04-11,DakotaBrown GT 2024-04-11.docx,valid
DakotaBrown,GT,2024-04-22,DakotaBrown GT 2024-04-22.docx,valid
DakotaBrown,GT,2024-04-17,DakotaBrown GT 2024-04-17.docx,valid
DakotaBrown,GT,2024-04-30,DakotaBrown GT 2024-04-30.docx,valid
DakotaBrown,GT,2024-04-25,DakotaBrown GT 2024-04-25.docx,valid
DakotaBrown,GT,2024-05-04,DakotaBrown GT 2024-05-04.docx,valid
DakotaBrown,GT,2024-05-06,GT DakotaBrown 2024-05-06.docx,misnamed
DakotaBrown,GT,2024-05-08,DakotaBrown GT 2024-05-08.docx,valid
DakotaBrown,GT,2024-05-11,DakotaBrown GT 2024-05-11.docx,valid
DakotaBrown,GT,2024-05-20,DakotaBrown GT 2024-05-20.docx,valid
DakotaBrown,GT,2024-05-16,DakotaBrown GT 2024-05-16.docx,valid
DakotaBrown,GT,2024-05-23,DakotaBrown GT 2024-05-23.docx,valid
DakotaBrown,GT,2024-05-26,DakotaBrown GT 2024-05-26.docx,valid
DakotaBrown,GT,2024-06-03,DakotaBrown GT 2024-06-03.docx,valid
DakotaBrown,GT,2024-05-30,DakotaBrown GT 2024-05-30.docx,valid
DakotaBrown,GT,2024-06-08,DakotaBrown GT 2024-06-08.docx,valid
DakotaBrown,GT,2024-06-07,DakotaBrown GT 2024-06-07.pdf,misnamed
DakotaBrown,GT,2024-06-13,DakotaBrown GT 2024-06-13.docx,valid
DakotaBrown,GT,2024-06-14,DakotaBrown GT 2024-06-14.docx,valid
DakotaBrown,GT,2024-06-21,DakotaBrown GT 2024-06-21.docx,valid
DakotaBrown,GT,2024-06-24,DakotaBrown GT 2024-06-24.docx,valid
DakotaBrown,GT,2024-06-26,DakotaBrown GT 2024-06-26.docx,valid
DakotaBrown,GT,2024-06-27,DakotaBrown GT 2024-06-27.docx,valid
DakotaBrown,GT,2024-07-07,DakotaBrown GT 2024-07-07.docx,valid
DakotaBrown,GT,2024-07-04,DakotaBrown GT 2024-07-04.docx,valid
DakotaBrown,GT,2024-07-13,DakotaBrown GT 2024-07-13.docx,valid
DakotaBrown,GT,2024-07-12,DakotaBrown GT 2024-07-12.docx,valid
DakotaBrown,GT,2024-07-17,DakotaBrown GT 2024-07-17.docx,valid
DakotaBrown,GT,2024-07-19,DakotaBrown GT 2024-07-19.docx,valid
DakotaBrown,GT,2024-07-30,DakotaBrown GT 2024-07-30.docx,valid
DakotaBrown,GT,2024-07-28,DakotaBrown GT 2024-07-28.docx,valid
DakotaBrown,GT,2024-07-31,DakotaBrown GT 2024-07-31.docx,valid
