Youth,Label,Date,Filename,Status
RileyDavis,GT,2024-04-04,RileyDavis GT 2024-04-04.docx,valid
RileyDavis,GT,2024-04-07,RileyDavis GT 2024-04-07.docx,valid
RileyDavis,GT,2024-04-13,RileyDavis GT 2024-04-13.docx,valid
RileyDavis,GT,2024-04-12,RileyDavis GT 2024-04-12.docx,valid
RileyDavis,GT,2024-04-22,RileyDavis GT 2024-04-22.docx,valid
RileyDavis,GT,2024-04-20,RileyDavis GT 2024-04-20.docx,valid
RileyDavis,GT,2024-04-26,,skipped
RileyDavis,GT,2024-04-28,RileyDavis GT 2024-04-28.docx,valid
RileyDavis,GT,2024-05-07,RileyDavis GT 2024-05-07.docx,valid
RileyDavis,GT,2024-05-03,RileyDavis GT 2024-05-03.docx,valid
RileyDavis,GT,2024-05-14,RileyDavis GT 2024-05-14.docx,valid
RileyDavis,GT,2024-05-15,RileyDavis GT 2024-05-15.docx,valid
RileyDavis,GT,2024-05-21,RileyDavis GT 2024-05-21.docx,valid
RileyDavis,GT,2024-05-18,RileyDavis GT 2024-05-18.pdf,misnamed
RileyDavis,GT,2024-05-28,RileyDavis GT 2024-05-28.docx,valid
RileyDavis,GT,2024-05-26,RileyDavis GT 2024-05-26.docx,valid
RileyDavis,GT,2024-06-04,RileyDavis GT 2024-06-04.docx,valid
RileyDavis,GT,2024-05-31,RileyDavis GT 2024-05-31.docx,valid
RileyDavis,GT,2024-06-07,RileyDavis GT 2024-06-07.docx,valid
RileyDavis,GT,2024-06-09,RileyDavis GT 2024-06-09.docx,valid
RileyDavis,GT,2024-06-13,RileyDavis GT 2024-06-13.docx,valid
RileyDavis,GT,2024-06-18,RileyDavis GT 2024-06-18.docx,valid
RileyDavis,GT,2024-06-25,RileyDavis GT 2024-06-25.docx,valid
RileyDavis,GT,2024-06-26,RileyDavis GT 2024-06-26.docx,valid
RileyDavis,GT,2024-07-01,RileyDavis GT 2024-07-01.docx,valid
RileyDavis,GT,2024-06-28,RileyDavis GT 2024-06-28.docx,valid
RileyDavis,GT,2024-07-07,RileyDavis GT 2024-07-07.docx,valid
RileyDavis,GT,2024-07-10,RileyDavis GT 2024-07-10.docx,valid
RileyDavis,GT,2024-07-13,RileyDavis GT 2024-07-13.docx,valid
RileyDavis,GT,2024-07-12,,skipped
RileyDavis,GT,2024-07-22,RileyDavis GT 2024-07-22.docx,valid
RileyDavis,GT,2024-07-24,RileyDavis GT 2024-07-24.docx,valid
RileyDavis,GT,2024-07-28,RileyDavis GT 2024-07-28.docx,valid
RileyDavis,GT,2024-07-30,RileyDavis GT 2024-07-30.docx,valid
RileyDavis,GT,2024-08-03,GT RileyDavis 2024-08-03.docx,misnamed
RileyDavis,GT,2024-08-06,RileyDavis GT 2024-08-06.docx,valid
RileyDavis,GT,2024-08-14,RileyDavisGT2024-08-14.docx,misnamed
RileyDavis,GT,2024-08-13,RileyDavis GT 2024-08-13.docx,valid
RileyDavis,GT,2024-08-16,RileyDavis GT 2024-08-16.pdf,misnamed
RileyDavis,GT,2024-08-18,RileyDavis GT 2024-08-18.docx,valid
RileyDavis,GT,2024-08-28,RileyDavis GT 2024-08-28.docx,valid
RileyDavis,GT,2024-08-24,RileyDavis GT 2024-08-24.docx,valid
RileyDavis,GT,2024-09-02,RileyDavis GT 2024-09-02.docx,valid
RileyDavis,GT,2024-08-31,RileyDavis GT 2024-08-31.docx,valid
RileyDavis,GT,2024-09-05,RileyDavis GT 2024-09-05.docx,valid
RileyDavis,GT,2024-09-10,RileyDavis GT 2024-09-10.docx,valid
RileyDavis,GT,2024-09-15,RileyDavis GT 2024-09-15.docx,valid
RileyDavis,GT,2024-09-13,RileyDavis GT 2024-09-13.docx,valid
RileyDavis,GT,2024-09-22,RileyDavis GT 2024-09-22.docx,valid
RileyDavis,GT,2024-09-25,RileyDavis GT 2024-09-25.docx,valid
RileyDavis,GT,2024-09-26,RileyDavis GT 2024-09-26.docx,valid
RileyDavis,GT,2024-09-28,,skipped
RileyDavis,GT,2024-10-05,RileyDavis GT 2024-10-05.docx,valid
RileyDavis,GT,2024-10-08,RileyDavis GT 2024-10-08.docx,valid
RileyDavis,GT,2024-10-13,RileyDavis GT 2024-10-13.docx,valid
RileyDavis,GT,2024-10-11,RileyDavis GT 2024-10-11.docx,valid
RileyDavis,GT,2024-10-21,RileyDavis GT 2024-10-21.docx,valid
RileyDavis,GT,2024-10-23,RileyDavis GT 2024-10-23.docx,valid
RileyDavis,GT,2024-10-29,RileyDavis GT 2024-10-29.docx,valid
RileyDavis,GT,2024-10-28,,skipped
RileyDavis,GT,2024-11-03,RileyDavis GT 2024-11-03.docx,valid
RileyDavis,GT,2024-11-04,RileyDavis GT 2024-11-04.docx,valid
RileyDavis,GT,2024-11-13,RileyDavis GT 2024-11-13.docx,valid
RileyDavis,GT,2024-11-09,RileyDavis GT 2024-11-09.docx,valid
RileyDavis,GT,2024-11-15,RileyDavis GT 2024-11-15.docx,valid
RileyDavis,GT,2024-11-16,RileyDavis GT 2024-11-16.docx,valid
RileyDavis,GT,2024-11-22,RileyDavis GT 2024-11-22.docx,valid
RileyDavis,GT,2024-11-21,RileyDavis GT 2024-11-21.docx,valid
RileyDavis,GT,2024-12-02,RileyDavis GT 2024-12-02.docx,valid
RileyDavis,GT,2024-11-29,RileyDavis GT 2024-11-29.docx,valid
RileyDavis,GT,2024-12-09,RileyDavis GT 2024-12-09.docx,valid
RileyDavis,GT,2024-12-11,RileyDavis GT 2024-12-11.docx,valid
RileyDavis,GT,2024-12-18,RileyDavis GT 2024-12-18.docx,valid
RileyDavis,GT,2024-12-13,RileyDavis GT 2024-12-13.docx,valid
RileyDavis,GT,2024-12-25,RileyDavis GT 2024-12-25.docx,valid
RileyDavis,GT,2024-12-23,RileyDavis GT 2024-12-23.docx,valid
RileyDavis,GT,2024-12-27,RileyDavis GT 2024-12-27.docx,valid
RileyDavis,GT,2025-01-01,RileyDavis GT 2025-01-01.docx,valid
LoganMartinez,GT,2024-02-23,LoganMartinez GT 2024-02-23.docx,valid
LoganMartinez,GT,2024-02-24,LoganMartinez GT 2024-02-24.docx,valid
LoganMartinez,GT,2024-02-22,LoganMartinez GT 2024-02-22.docx,valid
LoganMartinez,GT,2024-03-03,LoganMartinez GT 2024-03-03.docx,valid
LoganMartinez,GT,2024-02-29,LoganMartinez GT 2024-02-29.docx,valid
LoganMartinez,GT,2024-02-28,LoganMartinez GT 2024-02-28.docx,valid
LoganMartinez,GT,2024-03-11,LoganMartinez GT 2024-03-11.docx,valid
LoganMartinez,GT,2024-03-06,LoganMartinez GT 2024-03-06.docx,valid
LoganMartinez,GT,2024-03-08,LoganMartinezGT2024-03-08.docx,misnamed
LoganMartinez,GT,2024-03-19,LoganMartinez GT 2024-03-19.docx,valid
LoganMartinez,GT,2024-03-15,LoganMartinez GT 2024-03-15.docx,valid
LoganMartinez,GT,2024-03-14,LoganMartinez GT 2024-03-14.docx,valid
LoganMartinez,GT,2024-03-21,LoganMartinez GT 2024-03-21.docx,valid
LoganMartinez,GT,2024-03-24,LoganMartinez GT 2024-03-24.docx,valid
LoganMartinez,GT,2024-03-25,LoganMartinez GT 2024-03-25.docx,valid
LoganMartinez,GT,2024-03-28,LoganMartinez GT 2024-03-28.docx,valid
LoganMartinez,GT,2024-03-31,LoganMartinez GT 2024-03-31.docx,valid
LoganMartinez,GT,2024-04-02,LoganMartinez GT 2024-04-02.docx,valid
LoganMartinez,GT,2024-04-04,LoganMartinez GT 2024-04-04.docx,valid
LoganMartinez,GT,2024-04-03,LoganMartinez GT 2024-04-03.docx,valid
LoganMartinez,GT,2024-04-09,LoganMartinez GT 2024-04-09.docx,valid
LoganMartinez,GT,2024-04-14,LoganMartinez GT 2024-04-14.docx,valid
LoganMartinez,GT,2024-04-11,LoganMartinez GT 2024-04-11.docx,valid
LoganMartinez,GT,2024-04-15,LoganMartinez GT 2024-04-15.docx,valid
LoganMartinez,GT,2024-04-22,LoganMartinez GT 2024-04-22.docx,valid
LoganMartinez,GT,2024-04-19,LoganMartinez GT 2024-04-19.docx,valid
LoganMartinez,GT,2024-04-17,LoganMartinez GT 2024-04-17.docx,valid
LoganMartinez,GT,2024-04-30,LoganMartinez GT 2024-04-30.docx,valid
LoganMartinez,GT,2024-04-24,LoganMartinez GT 2024-04-24.docx,valid
LoganMartinez,GT,2024-04-25,LoganMartinez GT 2024-04-25.docx,valid
LoganMartinez,GT,2024-05-02,LoganMartinez GT 2024-05-02.docx,valid
LoganMartinez,GT,2024-05-04,LoganMartinez GT 2024-05-04.docx,valid
LoganMartinez,GT,2024-05-06,LoganMartinez GT 2024-05-06.docx,valid
LoganMartinez,GT,2024-05-08,LoganMartinez GT 2024-05-08.docx,valid
LoganMartinez,GT,2024-05-10,LoganMartinez GT 2024-05-10.pdf,misnamed
LoganMartinez,GT,2024-05-12,LoganMartinez GT 2024-05-12.docx,valid
LoganMartinez,GT,2024-05-16,LoganMartinez GT 2024-05-16.docx,valid
LoganMartinez,GT,2024-05-20,,skipped
LoganMartinez,GT,2024-05-17,LoganMartinez GT 2024-05-17.docx,valid
LoganMartinez,GT,2024-05-25,LoganMartinez GT 2024-05-25.docx,valid
LoganMartinez,GT,2024-05-22,LoganMartinez GT 2024-05-22.docx,valid
LoganMartinez,GT,2024-05-26,LoganMartinez GT 2024-05-26.docx,valid
LoganMartinez,GT,2024-05-31,LoganMartinez GT 2024-05-31.docx,valid
LoganMartinez,GT,2024-06-03,LoganMartinez GT 2024-06-03.docx,valid
LoganMartinez,GT,2024-06-01,LoganMartinez GT 2024-06-01.docx,valid
LoganMartinez,GT,2024-06-09,LoganMartinez GT 2024-06-09.docx,valid
LoganMartinez,GT,2024-06-08,LoganMartinez GT 2024-06-08.docx,valid
LoganMartinez,GT,2024-06-11,LoganMartinez GT 2024-06-11.docx,valid
LoganMartinez,GT,2024-06-15,LoganMartinez GT 2024-06-15.docx,valid
LoganMartinez,GT,2024-06-16,LoganMartinez GT 2024-06-16.docx,valid
LoganMartinez,GT,2024-06-12,LoganMartinez GT 2024-06-12.docx,valid
LoganMartinez,GT,2024-06-20,LoganMartinez GT 2024-06-20.docx,valid
LoganMartinez,GT,2024-06-21,LoganMartinez GT 2024-06-21.docx,valid
LoganMartinez,GT,2024-06-23,LoganMartinez GT 2024-06-23.docx,valid
LoganMartinez,GT,2024-06-27,LoganMartinezGT2024-06-27.docx,misnamed
LoganMartinez,GT,2024-07-02,,skipped
LoganMartinez,GT,2024-06-30,LoganMartinez GT 2024-06-30.docx,valid
LoganMartinez,GT,2024-07-03,LoganMartinez GT 2024-07-03.docx,valid
LoganMartinez,GT,2024-07-06,LoganMartinez GT 2024-07-06.docx,valid
LoganMartinez,GT,2024-07-05,LoganMartinez GT 2024-07-05.docx,valid
LoganMartinez,GT,2024-07-12,LoganMartinez GT 2024-07-12.docx,valid
LoganMartinez,GT,2024-07-13,LoganMartinez GT 2024-07-13.docx,valid
LoganMartinez,GT,2024-07-16,LoganMartinez GT 2024-07-16.docx,valid
LoganMartinez,GT,2024-07-20,LoganMartinez GT 2024-07-20.docx,valid
LoganMartinez,GT,2024-07-22,LoganMartinez GT 2024-07-22.docx,valid
LoganMartinez,GT,2024-07-19,LoganMartinez GT 2024-07-19.docx,valid
LoganMartinez,GT,2024-07-29,LoganMartinez GT 2024-07-29.docx,valid
LoganMartinez,GT,2024-07-27,LoganMartinez GT 2024-07-27.docx,valid
LoganMartinez,GT,2024-07-26,LoganMartinez GT 2024-07-26.docx,valid
LoganMartinez,GT,2024-08-02,LoganMartinez GT 2024-08-02.docx,valid
LoganMartinez,GT,2024-08-05,,skipped
LoganMartinez,GT,2024-08-04,LoganMartinez GT 2024-08-04.docx,valid
LoganMartinez,GT,2024-08-13,LoganMartinez GT 2024-08-13.docx,valid
LoganMartinez,GT,2024-08-07,LoganMartinez GT 2024-08-07.pdf,misnamed
LoganMartinez,GT,2024-08-11,LoganMartinez GT 2024-08-11.docx,valid
LoganMartinez,GT,2024-08-17,LoganMartinez GT 2024-08-17.docx,valid
LoganMartinez,GT,2024-08-15,LoganMartinez GT 2024-08-15.docx,valid
LoganMartinez,GT,2024-08-19,LoganMartinez GT 2024-08-19.docx,valid
LoganMartinez,GT,2024-08-24,LoganMartinez GT 2024-08-24.docx,valid
LoganMartinez,GT,2024-08-26,LoganMartinez GT 2024-08-26.docx,valid
LoganMartinez,GT,2024-08-27,LoganMartinez GT 2024-08-27.docx,valid
LoganMartinez,GT,2024-09-02,LoganMartinez GT 2024-09-02.docx,valid
LoganMartinez,GT,2024-08-29,LoganMartinez GT 2024-08-29.docx,valid
LoganMartinez,GT,2024-09-03,LoganMartinez GT 2024-09-03.docx,valid
LoganMartinez,GT,2024-09-05,LoganMartinez GT 2024-09-05.docx,valid
LoganMartinez,GT,2024-09-04,LoganMartinez GT 2024-09-04.docx,valid
LoganMartinez,GT,2024-09-06,LoganMartinez GT 2024-09-06.docx,valid
LoganMartinez,GT,2024-09-17,LoganMartinez GT 2024-09-17.pdf,misnamed
LoganMartinez,GT,2024-09-16,LoganMartinez GT 2024-09-16.docx,valid
LoganMartinez,GT,2024-09-13,LoganMartinez GT 2024-09-13.docx,valid
LoganMartinez,GT,2024-09-23,LoganMartinez GT 2024-09-23.docx,valid
LoganMartinez,GT,2024-09-24,LoganMartinez GT 2024-09-24.docx,valid
LoganMartinez,GT,2024-09-18,LoganMartinez GT 2024-09-18.docx,valid
LoganMartinez,GT,2024-10-01,LoganMartinez GT 2024-10-01.docx,valid
LoganMartinez,GT,2024-09-26,LoganMartinez GT 2024-09-26.docx,valid
LoganMartinez,GT,2024-09-27,LoganMartinez GT 2024-09-27.docx,valid
LoganMartinez,GT,2024-10-04,LoganMartinez GT 2024-10-04.docx,valid
LoganMartinez,GT,2024-10-08,LoganMartinez GT 2024-10-08.docx,valid
LoganMartinez,GT,2024-10-06,LoganMartinez GT 2024-10-06.docx,valid
LoganMartinez,GT,2024-10-11,LoganMartinez GT 2024-10-11.docx,valid
LoganMartinez,GT,2024-10-15,LoganMartinez GT 2024-10-15.docx,valid
LoganMartinez,GT,2024-10-09,LoganMartinez GT 2024-10-09.docx,valid
LoganMartinez,GT,2024-10-16,LoganMartinez GT 2024-10-16.docx,valid
LoganMartinez,GT,2024-10-20,LoganMartinez GT 2024-10-20.docx,valid
LoganMartinez,GT,2024-10-18,LoganMartinez GT 2024-10-18.docx,valid
LoganMartinez,GT,2024-10-29,LoganMartinez GT 2024-10-29.docx,valid
LoganMartinez,GT,2024-10-26,LoganMartinez GT 2024-10-26.docx,valid
LoganMartinez,GT,2024-10-25,LoganMartinez GT 2024-10-25.docx,valid
LoganMartinez,GT,2024-11-03,LoganMartinez GT 2024-11-03.docx,valid
LoganMartinez,GT,2024-10-31,LoganMartinez GT 2024-10-31.docx,valid
LoganMartinez,GT,2024-11-04,LoganMartinez GT 2024-11-04.docx,valid
LoganMartinez,GT,2024-11-12,LoganMartinez GT 2024-11-12.docx,valid
LoganMartinez,GT,2024-11-06,LoganMartinez GT 2024-11-06.docx,valid
LoganMartinez,GT,2024-11-08,LoganMartinez GT 2024-11-08.docx,valid
LoganMartinez,GT,2024-11-16,LoganMartinez GT 2024-11-16.docx,valid
LoganMartinez,GT,2024-11-13,LoganMartinez GT 2024-11-13.docx,valid
LoganMartinez,GT,2024-11-17,LoganMartinez GT 2024-11-17.docx,valid
LoganMartinez,GT,2024-11-24,LoganMartinez GT 2024-11-24.docx,valid
LoganMartinez,GT,2024-11-23,LoganMartinez GT 2024-11-23.docx,valid
LoganMartinez,GT,2024-11-21,LoganMartinez GT 2024-11-21.docx,valid
LoganMartinez,GT,2024-12-03,LoganMartinez GT 2024-12-03.docx,valid
LoganMartinez,GT,2024-12-01,LoganMartinez GT 2024-12-01.docx,valid
LoganMartinez,GT,2024-11-27,LoganMartinez GT 2024-11-27.docx,valid
LoganMartinez,GT,2024-12-04,LoganMartinez GT 2024-12-04.docx,valid
LoganMartinez,GT,2024-12-06,LoganMartinez GT 2024-12-06.docx,valid
LoganMartinez,GT,2024-12-10,LoganMartinez GT 2024-12-10.docx,valid
LoganMartinez,GT,2024-12-11,LoganMartinez GT 2024-12-11.docx,valid
LoganMartinez,GT,2024-12-12,LoganMartinez GT 2024-12-12.docx,valid
LoganMartinez,GT,2024-12-15,LoganMartinez GT 2024-12-15.docx,valid
LoganMartinez,GT,2024-12-21,LoganMartinez GT 2024-12-21.docx,valid
LoganMartinez,GT,2024-12-22,LoganMartinez GT 2024-12-22.docx,valid
LoganMartinez,GT,2024-12-18,LoganMartinez GT 2024-12-18.docx,valid
LoganMartinez,GT,2024-12-25,LoganMartinez GT 2024-12-25.docx,valid
LoganMartinez,GT,2024-12-26,LoganMartinez GT 2024-12-26.docx,valid
LoganMartinez,GT,2024-12-30,LoganMartinez GT 2024-12-30.docx,valid
LoganMiller,GT,2024-03-05,LoganMiller GT 2024-03-05.docx,valid
LoganMiller,GT,2024-03-01,LoganMiller GT 2024-03-01.docx,valid
LoganMiller,GT,2024-03-06,LoganMiller GT 2024-03-06.docx,valid
LoganMiller,GT,2024-03-13,LoganMiller GT 2024-03-13.docx,valid
LoganMiller,GT,2024-03-08,LoganMiller GT 2024-03-08.docx,valid
LoganMiller,GT,2024-03-11,LoganMiller GT 2024-03-11.docx,valid
LoganMiller,GT,2024-03-17,LoganMiller GT 2024-03-17.docx,valid
LoganMiller,GT,2024-03-15,LoganMiller GT 2024-03-15.docx,valid
LoganMiller,GT,2024-03-21,LoganMiller GT 2024-03-21.docx,valid
LoganMiller,GT,2024-03-25,LoganMiller GT 2024-03-25.docx,valid
LoganMiller,GT,2024-03-22,LoganMiller GT 2024-03-22.docx,valid
LoganMiller,GT,2024-03-26,LoganMiller GT 2024-03-26.docx,valid
LoganMiller,GT,2024-03-31,LoganMiller GT 2024-03-31.docx,valid
LoganMiller,GT,2024-04-03,LoganMiller GT 2024-04-03.docx,valid
LoganMiller,GT,2024-03-29,LoganMiller GT 2024-03-29.docx,valid
LoganMiller,GT,2024-04-11,LoganMiller GT 2024-04-11.docx,valid
LoganMiller,GT,2024-04-05,LoganMiller GT 2024-04-05.docx,valid
LoganMiller,GT,2024-04-07,LoganMiller GT 2024-04-07.docx,valid
LoganMiller,GT,2024-04-18,LoganMiller GT 2024-04-18.docx,valid
LoganMiller,GT,2024-04-14,LoganMiller GT 2024-04-14.docx,valid
LoganMiller,GT,2024-04-16,LoganMiller GT 2024-04-16.docx,valid
LoganMiller,GT,2024-04-22,LoganMiller GT 2024-04-22.docx,valid
LoganMiller,GT,2024-04-20,LoganMiller GT 2024-04-20.docx,valid
LoganMiller,GT,2024-04-23,LoganMiller GT 2024-04-23.docx,valid
LoganMiller,GT,2024-05-01,LoganMiller GT 2024-05-01.docx,valid
LoganMiller,GT,2024-04-27,LoganMiller GT 2024-04-27.docx,valid
LoganMiller,GT,2024-04-30,LoganMiller GT 2024-04-30.docx,valid
LoganMiller,GT,2024-05-05,LoganMiller GT 2024-05-05.docx,valid
LoganMiller,GT,2024-05-07,LoganMiller GT 2024-05-07.docx,valid
LoganMiller,GT,2024-05-04,LoganMillerGT2024-05-04.docx,misnamed
LoganMiller,GT,2024-05-16,GT LoganMiller 2024-05-16.docx,misnamed
LoganMiller,GT,2024-05-11,LoganMiller GT 2024-05-11.docx,valid
LoganMiller,GT,2024-05-12,LoganMiller GT 2024-05-12.docx,valid
LoganMiller,GT,2024-05-17,LoganMiller GT 2024-05-17.docx,valid
LoganMiller,GT,2024-05-22,LoganMiller GT 2024-05-22.docx,valid
LoganMiller,GT,2024-05-21,LoganMiller GT 2024-05-21.docx,valid
LoganMiller,GT,2024-05-28,LoganMiller GT 2024-05-28.docx,valid
LoganMiller,GT,2024-05-27,LoganMillerGT2024-05-27.docx,misnamed
LoganMiller,GT,2024-05-25,LoganMiller GT 2024-05-25.docx,valid
LoganMiller,GT,2024-06-04,LoganMiller GT 2024-06-04.docx,valid
LoganMiller,GT,2024-05-31,LoganMiller GT 2024-05-31.docx,valid
LoganMiller,GT,2024-06-02,LoganMiller GT 2024-06-02.docx,valid
LoganMiller,GT,2024-06-12,LoganMiller GT 2024-06-12.docx,valid
LoganMiller,GT,2024-06-09,LoganMiller GT 2024-06-09.docx,valid
LoganMiller,GT,2024-06-10,LoganMiller GT 2024-06-10.docx,valid
LoganMiller,GT,2024-06-16,LoganMiller GT 2024-06-16.docx,valid
LoganMiller,GT,2024-06-15,LoganMiller GT 2024-06-15.docx,valid
LoganMiller,GT,2024-06-20,LoganMiller GT 2024-06-20.docx,valid
LoganMiller,GT,2024-06-23,LoganMiller GT 2024-06-23.docx,valid
LoganMiller,GT,2024-06-25,LoganMiller GT 2024-06-25.docx,valid
LoganMiller,GT,2024-06-26,LoganMiller GT 2024-06-26.docx,valid
LoganMiller,GT,2024-07-04,LoganMiller GT 2024-07-04.docx,valid
LoganMiller,GT,2024-06-28,LoganMiller GT 2024-06-28.docx,valid
LoganMiller,GT,2024-07-03,LoganMiller GT 2024-07-03.docx,valid
LoganMiller,GT,2024-07-10,LoganMiller GT 2024-07-10.docx,valid
LoganMiller,GT,2024-07-09,LoganMiller GT 2024-07-09.docx,valid
LoganMiller,GT,2024-07-07,LoganMiller GT 2024-07-07.docx,valid
LoganMiller,GT,2024-07-18,LoganMiller GT 2024-07-18.docx,valid
LoganMiller,GT,2024-07-16,LoganMiller GT 2024-07-16.docx,valid
LoganMiller,GT,2024-07-13,LoganMiller GT 2024-07-13.docx,valid
LoganMiller,GT,2024-07-22,LoganMiller GT 2024-07-22.docx,valid
LoganMiller,GT,2024-07-19,LoganMiller GT 2024-07-19.docx,valid
LoganMiller,GT,2024-07-23,LoganMiller GT 2024-07-23.docx,valid
LoganMiller,GT,2024-07-26,LoganMiller GT 2024-07-26.docx,valid
LoganMiller,GT,2024-07-31,LoganMiller GT 2024-07-31.docx,valid
LoganMiller,GT,2024-07-29,LoganMiller GT 2024-07-29.docx,valid
LoganMiller,GT,2024-08-07,LoganMiller GT 2024-08-07.docx,valid
LoganMiller,GT,2024-08-03,LoganMiller GT 2024-08-03.docx,valid
LoganMiller,GT,2024-08-05,LoganMiller GT 2024-08-05.docx,valid
LoganMiller,GT,2024-08-13,LoganMiller GT 2024-08-13.docx,valid
LoganMiller,GT,2024-08-14,LoganMiller GT 2024-08-14.docx,valid
LoganMiller,GT,2024-08-12,LoganMiller GT 2024-08-12.docx,valid
LoganMiller,GT,2024-08-21,LoganMiller GT 2024-08-21.docx,valid
LoganMiller,GT,2024-08-19,LoganMiller GT 2024-08-19.pdf,misnamed
LoganMiller,GT,2024-08-17,LoganMiller GT 2024-08-17.docx,valid
LoganMiller,GT,2024-08-25,LoganMiller GT 2024-08-25.docx,valid
LoganMiller,GT,2024-08-29,LoganMiller GT 2024-08-29.docx,valid
LoganMiller,GT,2024-08-26,LoganMiller GT 2024-08-26.docx,valid
LoganMiller,GT,2024-09-03,LoganMiller GT 2024-09-03.docx,valid
LoganMiller,GT,2024-09-05,LoganMiller GT 2024-09-05.docx,valid
LoganMiller,GT,2024-08-30,LoganMiller GT 2024-08-30.docx,valid
LoganMiller,GT,2024-09-08,LoganMiller GT 2024-09-08.docx,valid
LoganMiller,GT,2024-09-10,LoganMiller GT 2024-09-10.docx,valid
LoganMiller,GT,2024-09-06,LoganMiller GT 2024-09-06.docx,valid
LoganMiller,GT,2024-09-15,LoganMiller GT 2024-09-15.docx,valid
LoganMiller,GT,2024-09-17,LoganMiller GT 2024-09-17.docx,valid
LoganMiller,GT,2024-09-19,LoganMiller GT 2024-09-19.docx,valid
LoganMiller,GT,2024-09-20,LoganMiller GT 2024-09-20.docx,valid
LoganMiller,GT,2024-09-23,LoganMiller GT 2024-09-23.docx,valid
LoganMiller,GT,2024-09-25,LoganMiller GT 2024-09-25.docx,valid
LoganMiller,GT,2024-09-30,LoganMiller GT 2024-09-30.docx,valid
LoganMiller,GT,2024-10-02,LoganMiller GT 2024-10-02.docx,valid
LoganMiller,GT,2024-10-01,LoganMiller GT 2024-10-01.docx,valid
LoganMiller,GT,2024-10-04,LoganMiller GT 2024-10-04.docx,valid
LoganMiller,GT,2024-10-09,LoganMiller GT 2024-10-09.docx,valid
LoganMiller,GT,2024-10-06,LoganMiller GT 2024-10-06.docx,valid
LoganMiller,GT,2024-10-16,LoganMiller GT 2024-10-16.docx,valid
LoganMiller,GT,2024-10-17,LoganMiller GT 2024-10-17.docx,valid
LoganMiller,GT,2024-10-11,LoganMiller GT 2024-10-11.docx,valid
LoganMiller,GT,2024-10-21,LoganMiller GT 2024-10-21.docx,valid
LoganMiller,GT,2024-10-22,LoganMiller GT 2024-10-22.docx,valid
LoganMiller,GT,2024-10-24,LoganMiller GT 2024-10-24.docx,valid
LoganMiller,GT,2024-10-31,LoganMiller GT 2024-10-31.docx,valid
LoganMiller,GT,2024-10-26,LoganMiller GT 2024-10-26.docx,valid
LoganMiller,GT,2024-10-25,LoganMiller GT 2024-10-25.docx,valid
LoganMiller,GT,2024-11-01,LoganMiller GT 2024-11-01.docx,valid
LoganMiller,GT,2024-11-05,LoganMiller GT 2024-11-05.docx,valid
LoganMiller,GT,2024-11-04,LoganMiller GT 2024-11-04.docx,valid
LoganMiller,GT,2024-11-13,LoganMiller GT 2024-11-13.docx,valid
LoganMiller,GT,2024-11-14,LoganMiller GT 2024-11-14.docx,valid
LoganMiller,GT,2024-11-11,LoganMiller GT 2024-11-11.docx,valid
LoganMiller,GT,2024-11-17,LoganMiller GT 2024-11-17.docx,valid
LoganMiller,GT,2024-11-20,LoganMiller GT 2024-11-20.docx,valid
LoganMiller,GT,2024-11-19,LoganMiller GT 2024-11-19.docx,valid
LoganMiller,GT,2024-11-25,LoganMiller GT 2024-11-25.docx,valid
LoganMiller,GT,2024-11-28,LoganMiller GT 2024-11-28.docx,valid
LoganMiller,GT,2024-11-22,,skipped
LoganMiller,GT,2024-12-03,LoganMiller GT 2024-12-03.docx,valid
LoganMiller,GT,2024-12-01,LoganMiller GT 2024-12-01.docx,valid
LoganMiller,GT,2024-11-30,LoganMiller GT 2024-11-30.docx,valid
LoganMiller,GT,2024-12-11,LoganMillerGT2024-12-11.docx,misnamed
LoganMiller,GT,2024-12-10,LoganMiller GT 2024-12-10.docx,valid
LoganMiller,GT,2024-12-12,LoganMiller GT 2024-12-12.docx,valid
LoganMiller,GT,2024-12-16,LoganMiller GT 2024-12-16.docx,valid
LoganMiller,GT,2024-12-17,LoganMiller GT 2024-12-17.docx,valid
LoganMiller,GT,2024-12-18,LoganMiller GT 2024-12-18.docx,valid
LoganMiller,GT,2024-12-26,LoganMiller GT 2024-12-26.docx,valid
LoganMiller,GT,2024-12-23,LoganMiller GT 2024-12-23.docx,valid
LoganMiller,GT,2024-12-25,LoganMiller GT 2024-12-25.docx,valid
LoganMiller,GT,2025-01-01,LoganMiller GT 2025-01-01.docx,valid
LoganMiller,GT,2024-12-30,LoganMiller GT 2024-12-30.docx,valid
LoganMiller,GT,2024-12-28,LoganMiller GT 2024-12-28.docx,valid
AlexMartin,GT,2024-01-22,AlexMartin GT 2024-01-22.docx,valid
AlexMartin,GT,2024-01-23,AlexMartin GT 2024-01-23.docx,valid
AlexMartin,GT,2024-01-21,AlexMartin GT 2024-01-21.docx,valid
AlexMartin,GT,2024-01-29,AlexMartin GT 2024-01-29.docx,valid
AlexMartin,GT,2024-02-01,AlexMartin GT 2024-02-01.docx,valid
AlexMartin,GT,2024-01-30,AlexMartin GT 2024-01-30.pdf,misnamed
AlexMartin,GT,2024-02-04,AlexMartin GT 2024-02-04.docx,valid
AlexMartin,GT,2024-02-05,AlexMartin GT 2024-02-05.docx,valid
AlexMartin,GT,2024-02-02,AlexMartin GT 2024-02-02.docx,valid
